drug,indication,in_l1000_pool,ra_label
binimetinib,Cardiomegaly,True,reported RA investigation (not approved)
binimetinib,Colonic Neoplasms,True,reported RA investigation (not approved)
binimetinib,Colorectal Neoplasms,True,reported RA investigation (not approved)
binimetinib,Fallopian Tube Neoplasms,True,reported RA investigation (not approved)
binimetinib,Gastrointestinal Stromal Tumors,True,reported RA investigation (not approved)
binimetinib,Glioma,True,reported RA investigation (not approved)
binimetinib,Klatskin Tumor,True,reported RA investigation (not approved)
binimetinib,Leukemia,True,reported RA investigation (not approved)
binimetinib,"Leukemia, Hairy Cell",True,reported RA investigation (not approved)
binimetinib,Liver Diseases,True,reported RA investigation (not approved)
binimetinib,Lung Neoplasms,True,reported RA investigation (not approved)
binimetinib,Melanoma,True,reported RA investigation (not approved)
binimetinib,Multiple Myeloma,True,reported RA investigation (not approved)
binimetinib,Neoplasms,True,reported RA investigation (not approved)
binimetinib,Ovarian Neoplasms,True,reported RA investigation (not approved)
binimetinib,Pancreatic Neoplasms,True,reported RA investigation (not approved)
binimetinib,Peritoneal Neoplasms,True,reported RA investigation (not approved)
binimetinib,Rectal Neoplasms,True,reported RA investigation (not approved)
binimetinib,Skin Neoplasms,True,reported RA investigation (not approved)
binimetinib,Thyroid Neoplasms,True,reported RA investigation (not approved)
binimetinib,Triple Negative Breast Neoplasms,True,reported RA investigation (not approved)
binimetinib,Uveal Melanoma,True,reported RA investigation (not approved)
bms-582949,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
bms-582949,rheumatoid arthritis,False,out-of-pool (inert for the filter)
bms-817399,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
bms-817399,rheumatoid arthritis,False,out-of-pool (inert for the filter)
bms-986104,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
bms-986104,rheumatoid arthritis,False,out-of-pool (inert for the filter)
bms-986142,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
bms-986142,rheumatoid arthritis,False,out-of-pool (inert for the filter)
branebrutinib,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
branebrutinib,rheumatoid arthritis,False,out-of-pool (inert for the filter)
brodalumab,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
brodalumab,rheumatoid arthritis,False,out-of-pool (inert for the filter)
bucillamine,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
bucillamine,rheumatoid arthritis,False,out-of-pool (inert for the filter)
burfiralimab,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
burfiralimab,rheumatoid arthritis,False,out-of-pool (inert for the filter)
cabiralizumab,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
cabiralizumab,rheumatoid arthritis,False,out-of-pool (inert for the filter)
caffeine,Alcoholism,True,reported RA investigation (not approved)
caffeine,Alzheimer Disease,True,reported RA investigation (not approved)
caffeine,Amblyopia,True,reported RA investigation (not approved)
caffeine,Amyotrophic Lateral Sclerosis,True,reported RA investigation (not approved)
caffeine,Anemia,True,reported RA investigation (not approved)
caffeine,Apnea,True,reported RA investigation (not approved)
caffeine,"Arthritis, Rheumatoid (investigational, not approved)",True,reported RA investigation (not approved)
caffeine,Atrial Fibrillation,True,reported RA investigation (not approved)
caffeine,Attention Deficit Disorder with Hyperactivity,True,reported RA investigation (not approved)
caffeine,Back Pain,True,reported RA investigation (not approved)
caffeine,Breast Neoplasms,True,reported RA investigation (not approved)
caffeine,Bronchopulmonary Dysplasia,True,reported RA investigation (not approved)
caffeine,Chronic Pain,True,reported RA investigation (not approved)
caffeine,Cocaine-Related Disorders,True,reported RA investigation (not approved)
caffeine,"Colitis, Ulcerative",True,reported RA investigation (not approved)
caffeine,Common Cold,True,reported RA investigation (not approved)
caffeine,Communicable Diseases,True,reported RA investigation (not approved)
caffeine,Coronary Disease,True,reported RA investigation (not approved)
caffeine,Crohn Disease,True,reported RA investigation (not approved)
caffeine,"Dermatitis, Atopic",True,reported RA investigation (not approved)
caffeine,"Diabetes Mellitus, Type 2",True,reported RA investigation (not approved)
caffeine,Dysmenorrhea,True,reported RA investigation (not approved)
caffeine,Dyspnea,True,reported RA investigation (not approved)
caffeine,Endotoxemia,True,reported RA investigation (not approved)
caffeine,HIV Infections,True,reported RA investigation (not approved)
caffeine,Headache,True,reported RA investigation (not approved)
caffeine,"Hepatitis C, Chronic",True,reported RA investigation (not approved)
caffeine,"Hypotension, Orthostatic",True,reported RA investigation (not approved)
caffeine,Hypoxia,True,reported RA investigation (not approved)
caffeine,Intermittent Claudication,True,reported RA investigation (not approved)
caffeine,Low Back Pain,True,reported RA investigation (not approved)
caffeine,Melanoma,True,reported RA investigation (not approved)
caffeine,Migraine Disorders,True,reported RA investigation (not approved)
caffeine,Migraine with Aura,True,reported RA investigation (not approved)
caffeine,Migraine without Aura,True,reported RA investigation (not approved)
caffeine,Mitochondrial Diseases,True,reported RA investigation (not approved)
caffeine,"Multiple Sclerosis, Relapsing-Remitting",True,reported RA investigation (not approved)
caffeine,Narcolepsy,True,reported RA investigation (not approved)
caffeine,Neck Pain,True,reported RA investigation (not approved)
caffeine,Neoplasm Metastasis,True,reported RA investigation (not approved)
caffeine,Neoplasms,True,reported RA investigation (not approved)
caffeine,Non-alcoholic Fatty Liver Disease,True,reported RA investigation (not approved)
caffeine,Obesity,True,reported RA investigation (not approved)
caffeine,Pain,True,reported RA investigation (not approved)
caffeine,Parkinson Disease,True,reported RA investigation (not approved)
caffeine,"Prostatic Neoplasms, Castration-Resistant",True,reported RA investigation (not approved)
caffeine,Psoriasis,True,reported RA investigation (not approved)
caffeine,Severe Acute Respiratory Syndrome,True,reported RA investigation (not approved)
caffeine,"Sexual Dysfunction, Physiological",True,reported RA investigation (not approved)
caffeine,Spinal Cord Injuries,True,reported RA investigation (not approved)
caffeine,Substance-Related Disorders,True,reported RA investigation (not approved)
caffeine,Tension-Type Headache,True,reported RA investigation (not approved)
caffeine,Toothache,True,reported RA investigation (not approved)
caffeine,Voice Disorders,True,reported RA investigation (not approved)
canakinumab,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
canakinumab,rheumatoid arthritis,False,out-of-pool (inert for the filter)
cannabidiol,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
cannabidiol,rheumatoid arthritis,False,out-of-pool (inert for the filter)
cannabinol,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
cannabinol,rheumatoid arthritis,False,out-of-pool (inert for the filter)
cantharidin,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
cantharidin,rheumatoid arthritis,False,out-of-pool (inert for the filter)
carvedilol,"Angina, Stable",True,reported RA investigation (not approved)
carvedilol,"Arthritis, Rheumatoid (investigational, not approved)",True,reported RA investigation (not approved)
carvedilol,Atherosclerosis,True,reported RA investigation (not approved)
carvedilol,Atrial Fibrillation,True,reported RA investigation (not approved)
carvedilol,Breast Neoplasms,True,reported RA investigation (not approved)
carvedilol,Cardiomyopathies,True,reported RA investigation (not approved)
carvedilol,Cardiovascular Diseases,True,reported RA investigation (not approved)
carvedilol,Cocaine-Related Disorders,True,reported RA investigation (not approved)
carvedilol,Coronary Disease,True,reported RA investigation (not approved)
carvedilol,"Diabetes Mellitus, Type 2",True,reported RA investigation (not approved)
carvedilol,Epilepsy,True,reported RA investigation (not approved)
carvedilol,Esophageal and Gastric Varices,True,reported RA investigation (not approved)
carvedilol,Essential Hypertension,True,reported RA investigation (not approved)
carvedilol,Glioblastoma,True,reported RA investigation (not approved)
carvedilol,Heart Failure,True,reported RA investigation (not approved)
carvedilol,Hematologic Neoplasms,True,reported RA investigation (not approved)
carvedilol,Hypercholesterolemia,True,reported RA investigation (not approved)
carvedilol,Hypertension,True,reported RA investigation (not approved)
carvedilol,"Hypertension, Portal",True,reported RA investigation (not approved)
carvedilol,"Hypertension, Pulmonary",True,reported RA investigation (not approved)
carvedilol,"Hypertrophy, Left Ventricular",True,reported RA investigation (not approved)
carvedilol,Hypoglycemia,True,reported RA investigation (not approved)
carvedilol,Kidney Diseases,True,reported RA investigation (not approved)
carvedilol,"Kidney Failure, Chronic",True,reported RA investigation (not approved)
carvedilol,"Leukemia, Lymphoid",True,reported RA investigation (not approved)
carvedilol,"Leukemia, Myeloid, Acute",True,reported RA investigation (not approved)
carvedilol,Lymphoma,True,reported RA investigation (not approved)
carvedilol,Multiple Myeloma,True,reported RA investigation (not approved)
carvedilol,Myocardial Infarction,True,reported RA investigation (not approved)
carvedilol,Neoplasms,True,reported RA investigation (not approved)
carvedilol,"Prostatic Neoplasms, Castration-Resistant",True,reported RA investigation (not approved)
carvedilol,"Renal Insufficiency, Chronic",True,reported RA investigation (not approved)
carvedilol,"Stress Disorders, Post-Traumatic",True,reported RA investigation (not approved)
carvedilol,Vascular Diseases,True,reported RA investigation (not approved)
carvedilol,"Ventricular Dysfunction, Left",True,reported RA investigation (not approved)
ccx354,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
ccx354,rheumatoid arthritis,False,out-of-pool (inert for the filter)
ce-224535,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
ce-224535,rheumatoid arthritis,False,out-of-pool (inert for the filter)
celecoxib,Acute Pain,True,known hit (approved)
celecoxib,Adenoma,True,known hit (approved)
celecoxib,Adenomatous Polyposis Coli,True,known hit (approved)
celecoxib,Alzheimer Disease,True,known hit (approved)
celecoxib,Amyotrophic Lateral Sclerosis,True,known hit (approved)
celecoxib,Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis,True,known hit (approved)
celecoxib,"Arthritis, Juvenile",True,known hit (approved)
celecoxib,"Arthritis, Rheumatoid",True,known hit (approved)
celecoxib,Back Pain,True,known hit (approved)
celecoxib,Bipolar Disorder,True,known hit (approved)
celecoxib,Brain Neoplasms,True,known hit (approved)
celecoxib,Breast Carcinoma In Situ,True,known hit (approved)
celecoxib,Breast Neoplasms,True,known hit (approved)
celecoxib,"Carcinoma, Hepatocellular",True,known hit (approved)
celecoxib,"Carcinoma, Non-Small-Cell Lung",True,known hit (approved)
celecoxib,"Carcinoma, Renal Cell",True,known hit (approved)
celecoxib,Central Nervous System Neoplasms,True,known hit (approved)
celecoxib,Cerebral Hemorrhage,True,known hit (approved)
celecoxib,Chronic Pain,True,known hit (approved)
celecoxib,Colonic Neoplasms,True,known hit (approved)
celecoxib,Colorectal Neoplasms,True,known hit (approved)
celecoxib,"Depression, Postpartum",True,known hit (approved)
celecoxib,Depressive Disorder,True,known hit (approved)
celecoxib,"Depressive Disorder, Major",True,known hit (approved)
celecoxib,Dysmenorrhea,True,known hit (approved)
celecoxib,Endometrial Neoplasms,True,known hit (approved)
celecoxib,Esophageal Neoplasms,True,known hit (approved)
celecoxib,Facial Pain,True,known hit (approved)
celecoxib,"Fractures, Bone",True,known hit (approved)
celecoxib,Glioblastoma,True,known hit (approved)
celecoxib,Gout,True,known hit (approved)
celecoxib,Graves Ophthalmopathy,True,known hit (approved)
celecoxib,Hand-Foot Syndrome,True,known hit (approved)
celecoxib,Head and Neck Neoplasms,True,known hit (approved)
celecoxib,Hemorrhage,True,known hit (approved)
celecoxib,"Hepatitis B, Chronic",True,known hit (approved)
celecoxib,Hepatolenticular Degeneration,True,known hit (approved)
celecoxib,Hypertension,True,known hit (approved)
celecoxib,"Hypotension, Orthostatic",True,known hit (approved)
celecoxib,Inflammation,True,known hit (approved)
celecoxib,"Influenza, Human",True,known hit (approved)
celecoxib,"Keratosis, Actinic",True,known hit (approved)
celecoxib,Liver Neoplasms,True,known hit (approved)
celecoxib,Low Back Pain,True,known hit (approved)
celecoxib,Lung Neoplasms,True,known hit (approved)
celecoxib,Lymphangioleiomyomatosis,True,known hit (approved)
celecoxib,Macular Degeneration,True,known hit (approved)
celecoxib,Medulloblastoma,True,known hit (approved)
celecoxib,Melanoma,True,known hit (approved)
celecoxib,Memory Disorders,True,known hit (approved)
celecoxib,Migraine Disorders,True,known hit (approved)
celecoxib,Mouth Neoplasms,True,known hit (approved)
celecoxib,Multiple Myeloma,True,known hit (approved)
celecoxib,Multiple Sclerosis,True,known hit (approved)
celecoxib,"Muscular Atrophy, Spinal",True,known hit (approved)
celecoxib,Myositis,True,known hit (approved)
celecoxib,Nasopharyngeal Carcinoma,True,known hit (approved)
celecoxib,Neoplasms,True,known hit (approved)
celecoxib,Neuralgia,True,known hit (approved)
celecoxib,Neuroblastoma,True,known hit (approved)
